state,state_abb,year,total_revenue,revenue_general_revenue,revenue_intergovernment_revenue,revenue_total_taxes,revenue_general_sales,revenue_selective_sales,revenue_license_taxes,revenue_individual_income_taxes,revenue_corporate_income_taxes,revenue_other_taxes,revenue_current_charges,revenue_misc_general_revenue,revenue_utility_revenue,revenue_liquor_stores_revenue,revenue_insurance_trust_revenue,total_expenditure,expend_intergovernment_expend,expenditure_direct_expenditure,expenditure_current_operations,expenditure_capital_outlay,expend_insurance_benefits_repay,expend_assistance_and_subsidies,expenditure_interest_on_debt,expend_exhibit_salaries_wages,total_general_expenditure,expend_intergov_general_expend,expend_direct_general_expend,expenditure_education,expenditure_public_welfare,expenditure_hospitals,expenditure_health,expenditure_highways,expenditure_police_protection,expenditure_correction,expenditure_natural_resources,expenditure_parks_and_recreation,expend_government_administration,expend_interest_on_general_debt,expend_other_and_unallocable,expenditure_utility_expenditure,expenditure_liquor_stores,expenditure_insurance_trust,debt_at_end_of_fiscal_year,cash_and_security_holdings
kentucky,KY,2005,21273489,18182088,5865422,9090882,2594976,1656813,553596,3036231,478505,770761,2003721,1222063,1,0,3091400,20434946,3915278,16519668,11917553,1236836,2415882,575283,374114,3126236,18019064,3915278,14103786,6915510,5426285,743349,519203,1391479,174319,432359,376934,114674,696339,374114,854499,0,0,2415882,8564204,38094995
kentucky,KY,2004,20295740,17497423,5911236,8463400,2466033,1540274,542480,2819393,381538,713682,1904998,1217789,0,0,2798317,20123773,3963425,16160348,11206396,1576243,2430915,533329,413465,3068919,17692797,3963425,13729372,6392502,5274909,682476,535507,1699543,155292,452482,345119,145079,667226,413465,929197,61,0,2430915,8116460,33867788
kentucky,KY,2003,18377403,16525770,5330212,8318707,2387206,1496639,536797,2813947,369572,714546,1645971,1230880,0,0,1851633,19116816,3693634,15423182,10564278,1706778,2259201,456684,436241,3034764,16857615,3693634,13163981,6096709,4964095,523447,519701,1816167,188584,474334,316167,130579,678823,436241,712768,0,0,2259201,7108634,32921671
kentucky,KY,2002,16072899,15810192,5121235,7974690,2312224,1428860,539206,2678330,302129,713941,1621146,1093121,NA,NA,262707,18424584,3620967,14803617,10262904,1669542,2030526,390905,449740,2933671,16394058,3620967,12773091,5870554,4796130,493083,530081,1730952,189524,435206,310703,150157,682808,449740,755120,NA,NA,2030526,7182087,33446161
kentucky,KY,2001,18559699,15185019,4562924,7850908,2259124,1352923,551794,2649818,361390,675859,1522242,1248945,0,0,3374680,17338956,3620278,13718678,9484287,1745488,1694791,340389,453723,2929488,15644165,3620278,12023887,5731782,4378159,490685,493424,1699061,192738,460919,314499,154561,558533,453723,716081,0,0,1694791,8347565,34511889
kentucky,KY,2000,19450661,14648458,4340617,7694610,2171609,1340618,537289,2701616,306450,637028,1528762,1084469,0,0,4802203,15682365,3280144,12402221,8744652,1514660,1485577,297048,360284,2760213,14196788,3280144,10916644,5179916,4080749,451087,419625,1525672,184803,412032,270399,115380,547842,360284,648999,0,0,1485577,7752521,32029367
kentucky,KY,1999,16853110,13584010,3859606,7356834,2085900,1308373,487281,2532005,312067,631208,1354604,1012966,0,0,3269100,14777655,3249308,11528347,7852470,1511235,1439239,285525,439878,2627372,13326864,3249308,10077556,4920636,3582513,454184,374092,1401342,144560,347567,277591,105739,587214,439878,691548,11552,0,1439239,7421800,30845211
kentucky,KY,1998,15989084,12968961,3602966,7115149,1981290,1276233,446730,2418144,333666,659086,1232995,1017851,0,0,3020123,13541073,3006904,10534169,7399034,1161168,1249597,297873,426497,2508150,12283555,3006904,9276651,4574047,3291011,444045,318865,1172164,129274,304348,242064,106258,500590,426497,774392,7921,0,1249597,6813880,28007395
kentucky,KY,1997,15032508,12431136,3463950,6818992,1882682,1311431,427137,2205023,292753,699966,1216588,931606,0,0,2601372,12949018,2918190,10030828,6885246,1121177,1306139,333938,384328,2405426,11634331,2918190,8716141,4398379,3207075,447971,302747,1090645,121365,260235,215328,105381,467518,384328,633359,8548,0,1306139,7120354,24059347
kentucky,KY,1996,13788272,11570606,3152055,6489256,1784031,1281630,381299,2074572,284733,682991,1085430,843865,0,0,2217666,11842386,2825097,9017289,6046604,1031364,1231556,332111,375654,2308673,10603330,2825097,7778233,4263239,2769938,365802,272247,1059328,115441,225651,254950,91335,429136,375654,380609,7500,0,1231556,7030482,19461762
kentucky,KY,1995,12845822,11084543,3048428,6284623,1680525,1246396,373361,1964843,340912,678586,1022690,728802,0,0,1761279,11395067,2790070,8604997,5791657,932029,1196153,327499,357659,2123807,10191078,2790070,7401008,4062156,2776428,337269,254296,921885,113289,221083,252412,83452,401971,357659,409178,7836,0,1196153,7097496,16636630
kentucky,KY,1994,11729535,10098826,2860061,5692730,1560091,1160436,323517,1729182,269067,650437,940636,605399,0,0,1630709,10541432,2581409,7960023,5401576,903458,977798,307530,369661,2022107,9558836,2581409,6977427,3845626,2517724,336167,239723,867033,104819,206827,238043,75225,371093,369661,386895,4798,0,977798,6743654,15680154
kentucky,KY,1993,11333172,9686768,2828192,5331520,1465634,929220,318919,1733415,254775,629557,878983,648073,0,0,1646404,10543212,2521244,8021968,5282924,1040068,987203,298234,413539,2023402,9550437,2521244,7029193,3716072,2564736,295982,219051,932924,103603,210403,261915,76147,360651,413539,395414,5572,0,987203,6820146,14531834
kentucky,KY,1992,10639750,9221972,2609286,5080971,1366872,861114,281006,1678526,271027,622426,846268,685447,0,0,1417778,10154199,2392289,7761910,5118942,996454,914977,297357,434180,2009040,9235218,2392289,6842929,3572415,2382835,290631,203176,933960,105438,209874,236480,105653,343955,434180,416621,4004,0,914977,6618526,13710190
louisiana,LA,2018,37294923,29227226,13648190,11357686,4252693,2612030,393129,3246226,358208,495400,2062910,2158440,11608,NA,8056089,35118216,6380598,28737618,20478025,2031489,4707859,709562,810683,4127020,30403826,6380598,24023228,9276658,12158245,360569,359418,1415967,366451,704416,847952,323907,988958,810683,2552712,6531,NA,4707859,18155260,49492144
louisiana,LA,2017,36526284,27794345,12636842,11104720,4215378,2799119,368318,2949939,291321,480645,2066634,1986149,8821,NA,8723118,33813850,6415070,27398780,19142386,2143229,4662324,636171,814670,4049934,29143517,6415070,22728447,9299171,11226836,356728,421737,1493443,358733,667656,796006,347548,954369,814670,2406620,8009,NA,4662324,18092508,62499521
louisiana,LA,2016,26842105,24110397,10361925,9309673,3186614,2166293,400191,2866456,171579,518540,1950249,2488550,12706,NA,2719002,31444186,5766006,25678180,16915220,2423944,4480757,978447,879812,4021668,26954119,5766006,21188113,9563548,8805375,461054,492242,1612860,330826,661918,795725,340558,988794,879812,2021407,9310,NA,4480757,17913229,58561185
louisiana,LA,2015,28060553,23421044,9910427,9696730,2926783,2358843,386358,2983104,253650,787992,1821455,1992432,12287,0,4627222,31155710,5726498,25429212,17080826,2014988,4621061,857856,854481,3908527,26526199,5726498,20799701,8885638,8365742,480411,538631,1611669,369059,701803,789542,364241,985127,854481,2579855,8450,0,4621061,17593764,62783783
louisiana,LA,2014,33275548,25351939,10214940,9695281,2923336,2192300,427090,2753680,481212,917663,3031797,2409921,8658,0,7914951,32077869,6053019,26024850,18387545,1782258,4310455,743671,800921,3880086,27762098,6053019,21709079,8774718,8081954,1851701,501280,1545250,350460,698282,755074,353680,976430,800921,3072348,5316,0,4310455,18996129,62732579
louisiana,LA,2013,32369498,25183003,10660261,9223829,2825752,2148890,369930,2739983,252430,886844,2967466,2331447,7098,0,7179397,32050417,6100505,25949912,18016650,1998074,4232506,853623,849059,3884199,27812736,6100505,21712231,8800070,7259194,1930770,523905,1716072,356701,701296,801023,359434,944961,849059,3570251,5175,0,4232506,18582828,56741724
louisiana,LA,2012,26894374,25333506,11210904,8994053,2815919,2072935,402212,2474606,290389,937992,2705654,2422895,7269,0,1553599,31679177,6387767,25291410,17537664,2434760,3920302,497590,901094,4229417,27753643,6387767,21365876,8998450,6300387,1949705,567016,1922374,368657,729887,705161,336734,895022,901094,4079156,5232,0,3920302,18728928,54192018
louisiana,LA,2011,33974652,26939024,12532918,8865421,2812804,2318406,351398,2403956,196732,782125,3299702,2240983,6442,0,7029186,33382176,6580164,26802012,18352257,2631116,4240700,535045,1042894,4341385,29134952,6580164,22554788,8904101,6425818,2205036,597955,2184629,402723,757363,876502,343450,981958,1042894,4412523,6524,0,4240700,18447200,57034702
louisiana,LA,2010,32176876,27441703,13255001,8758633,2579946,2262851,426651,2286500,393036,809649,3094466,2333603,11469,0,4723704,33615486,6658397,26957089,18602304,2555452,4048943,692542,1057848,2493013,29560930,6658397,22902533,9060789,6436385,2286599,639275,2064808,356710,774510,757490,301299,1009439,1057848,4815778,5613,0,4048943,17450402,51587818
louisiana,LA,2009,23951567,28079896,12521094,10201931,2963758,2239146,464971,2940633,612545,980878,2926042,2430829,6767,0,-4135096,33406414,6505389,26901025,18693932,3158557,3443816,650613,954107,4569340,29956928,6505389,23451539,9239286,6123351,2101290,672118,2666699,343922,832499,639880,290996,954841,954107,5137939,5670,0,3443816,17504772,51308816
louisiana,LA,2008,31138155,30681397,14181049,11003870,3459383,2079507,498612,3169686,703196,1093486,2725053,2771425,7739,0,449019,33946744,6022791,27923953,20560928,2813306,3014667,631391,903661,4262552,30926667,6022791,24903876,9083468,5828886,1964889,640753,2132077,349563,773076,579131,371160,929882,903661,7370121,5410,0,3014667,16387658,59438420
louisiana,LA,2007,33938301,28129229,12395100,10973115,3481242,2000410,570472,3214163,752773,954055,2471407,2289607,4515,0,5804557,28603738,6175010,22428728,16161281,2018063,2835232,561968,852184,3807032,25764195,6175010,19589185,7708209,4918292,1608802,588283,1656383,316352,651468,483495,318698,791568,852184,5870461,4311,0,2835232,14019280,59589035
louisiana,LA,2006,27769117,23027196,9079426,9752953,3427486,1990914,554078,2501120,506174,773181,2360563,1834254,3517,0,4738404,24220667,5654409,18566258,12301940,1909341,3189935,502090,662952,3970199,21026980,5654409,15372571,6866737,4628045,1548522,556749,1586766,300131,655377,432859,261839,645381,662952,2881622,3752,0,3189935,11735410,48819648
louisiana,LA,2005,24851601,20177492,7088626,8638674,2861435,1724448,520360,2392727,352136,787568,2536912,1913280,5874,0,4668235,21411326,4588748,16822578,11729791,1338964,2588769,539749,625305,3857007,18818963,4588748,14230215,6725095,4543619,1622753,541726,1276992,273865,637139,447673,208023,606316,625305,1310457,3594,0,2588769,11501431,46660649
louisiana,LA,2004,23451376,18877276,6995885,7741289,2680716,1640590,429068,2192038,236745,562132,2390841,1749261,4870,0,4569230,20482301,4410251,16072050,11128275,1303178,2459609,501576,679412,3754815,18018067,4410251,13607816,6433899,4122416,1648253,471892,1138233,259125,608725,396585,214417,682620,679412,1362490,4625,0,2459609,10182940,43125998
louisiana,LA,2003,19437629,18276111,6501978,7449507,2488627,1886110,426741,1867150,198716,582163,2362867,1961759,4650,0,1156868,18681314,4329053,14352261,9375738,1469143,2349793,586638,570949,3683276,16323015,4329053,11993962,6235015,2800278,1507432,418057,1142621,262317,619414,393305,240501,614142,570949,1518984,8506,0,2349793,9773279,36968929
louisiana,LA,2002,18093632,17658826,6048661,7356936,2326873,1864736,514724,1788733,264419,597451,2217808,2035421,4967,NA,429839,17993401,4168290,13825111,9408677,1153171,2154413,603133,505717,3709689,15836393,4168290,11668103,6047120,3080895,1489729,444648,1052837,250114,627743,332754,211102,577908,505717,1215826,2595,NA,2154413,9232827,36320903
louisiana,LA,2001,17811457,16810432,5280258,7197380,2400038,1704293,477775,1750261,293056,571957,2257671,2075123,3462,0,997563,16410263,3800785,12609478,8747860,1042387,1936120,428321,454790,3784170,14470179,3800785,10669394,5516218,2801250,1341034,471732,925891,240529,581057,353123,224202,464339,454790,1096014,3964,0,1936120,7977398,36099591
louisiana,LA,2000,18788200,14872388,4785120,6512382,2060822,1657914,490128,1582260,222008,499250,2259278,1315608,3769,0,3912043,16553676,3721576,12832100,9013230,1227261,1768069,412537,411003,3208173,14782739,3721576,11061163,5399754,3097181,1376198,478003,1100612,244348,530955,374078,193040,461509,411003,1116058,2868,0,1768069,7770198,35790552
louisiana,LA,1999,17785900,14602645,4588811,6491235,2001177,1687407,508289,1535646,286323,472393,2251749,1270850,5906,0,3177349,15705909,3644823,12061086,8346471,1279606,1651684,377363,405962,3343800,14051203,3644823,10406380,5142948,3004635,1282421,385848,1019683,222250,495734,335043,282137,452314,405962,1022228,3022,0,1651684,7152457,32707293
louisiana,LA,1998,17605336,13648882,4026348,6082026,1981231,1217797,456721,1450814,359510,615953,2123337,1417171,6248,0,3950206,14918718,3451053,11467665,8084666,1196247,1492478,269767,424507,3158727,13423327,3451053,9972274,4827916,2957958,1212424,380552,981487,207625,447672,359124,276597,423166,424507,924299,2913,0,1492478,7093467,29631424
louisiana,LA,1997,15928979,13529327,4329084,5646255,1828434,930616,435603,1560048,380155,511399,1827548,1726440,3749,0,2395903,14285704,3170676,11115028,7790851,1050891,1493111,236093,544082,2755139,12789619,3170676,9618943,4558193,2959999,1063310,395194,850034,191760,416981,312996,189849,482810,544082,824411,2974,0,1493111,7030252,26721914
louisiana,LA,1996,14296187,11832770,4110590,4906283,1621872,936940,418327,1160262,327543,441339,1620948,1194949,0,0,2463417,14029815,3025800,11004015,7667765,885672,1439109,266860,744609,2929488,12590706,3025800,9564906,4347932,2976403,1106628,387843,858290,166195,384368,318513,131776,332662,744609,835487,0,0,1439109,7452387,23556371
louisiana,LA,1995,13956017,12065711,4670057,4676969,1490235,916528,445074,1061606,283076,480450,1637200,1081485,0,0,1890306,14461235,2981314,11479921,8415915,853816,1325751,284611,599828,2889972,13135484,2981314,10154170,4245083,3876320,1187167,389253,798093,139379,353473,310949,94622,322166,599828,819151,0,0,1325751,8520442,24227662
louisiana,LA,1994,13524435,11846512,4702918,4382693,1379112,902284,432683,977593,219190,471831,1569597,1191304,0,0,1677923,12935620,2844099,10091521,7172705,866917,1149563,261977,640359,2699930,11786057,2844099,8941958,3968097,2860209,1081007,350956,861036,121458,326698,299540,90648,303385,640359,882664,0,0,1149563,8781953,20626928
louisiana,LA,1993,13348275,11635787,4329914,4365992,1332435,889724,432650,929706,245273,536204,1571866,1368015,0,0,1712488,12893236,2806110,10087126,7277911,758012,1167238,255909,628056,2540180,11725998,2806110,8919888,3835792,3095197,1024526,345153,828627,124351,299551,253904,81807,307475,628056,901559,0,0,1167238,9585046,19112798
louisiana,LA,1992,11509334,10361962,3695255,4250245,1268695,892957,412425,867478,232061,576629,1093446,1323016,0,0,1147372,11749590,2634974,9114616,6124989,911795,1066884,277636,733312,2438250,10682706,2634974,8047732,3687009,2544821,729533,342706,879977,119440,275992,237919,91592,293438,733312,746967,0,0,1066884,9994058,16744546
maine,ME,2018,10657988,8814837,3012515,4410632,1529113,721180,281155,1605096,185737,88351,888630,503060,11624,33,1831494,9236942,1347094,7889848,6157472,350777,1053917,169069,158613,1090102,8154539,1347094,6807445,2176832,3325199,104638,159247,766297,91828,159658,138344,8170,412349,158613,564811,28486,0,1053917,4759978,21292213
maine,ME,2017,10630716,8579443,3020597,4232556,1441867,723275,274760,1534866,175239,82549,859687,466603,9835,33,2041405,9062175,1300980,7761195,5997125,399970,1028113,167960,168027,1069165,7991317,1300980,6690337,2145990,3257172,62151,147468,692905,97008,162568,141696,7075,436373,168027,672884,42745,0,1028113,4750384,19481257
maine,ME,2016,9003011,8326381,2893679,4130242,1359190,718723,272253,1551637,137492,90947,839240,463220,9148,165399,502083,9403020,1312041,8090979,6251632,490050,997403,169246,182648,1055553,8382046,1312041,7070005,2211255,3355616,78846,221889,721109,96243,191160,198999,8239,431579,182648,684463,23564,7,997403,4845408,18311224
maine,ME,2015,8792906,8008750,2784359,4064075,1280298,718753,268026,1533130,168966,94902,680704,479612,8744,33,775379,8841802,1251695,7590107,5748786,464366,1036218,136999,203738,1058702,7784997,1251695,6533302,2081683,2917467,51676,441237,643931,79612,155673,172174,7616,295798,203738,734392,20587,0,1036218,5011671,18629874
maine,ME,2014,10528889,8192598,3028373,3847181,1191685,719713,254251,1414110,182928,84494,766281,550763,9743,33,2326515,9315918,1285064,8030854,6272326,399500,1004891,136545,217592,1058837,8291041,1285064,7005977,2115550,3362384,113865,460076,601567,77862,142949,163825,7501,288140,217592,739730,19986,0,1004891,5473870,18772106
maine,ME,2013,9571311,7990979,2830353,3884450,1071886,707987,260918,1531504,171987,140168,737693,538483,9129,33,1571170,8942052,1238618,7703434,5843761,433151,1049864,143592,233066,1032817,7868626,1238618,6630008,2019094,2892491,111922,484261,614592,75602,136811,171924,24992,280646,233066,823225,23562,0,1049864,5374528,17672368
maine,ME,2012,8418007,7975785,2893782,3777130,1064342,684473,252404,1441926,232118,101867,738923,565950,0,32,442190,9128086,1286233,7841853,5897204,455832,1079610,165786,243421,766398,8044046,1286233,6757813,2079722,2918615,128578,503202,617960,71576,137719,164932,24247,283186,243421,870888,4430,0,1079610,5605606,17068739
maine,ME,2011,10611116,8249133,3241435,3675810,1010241,672404,248730,1420982,208997,114456,791648,540240,0,33,2361950,9099085,1301692,7797393,5730549,492329,1089136,236004,249375,772883,8005148,1301692,6703456,2121288,2905192,54358,445881,647106,71468,142410,168925,25230,286203,249375,887712,4801,0,1089136,5904221,17780804
maine,ME,2010,9290505,7999184,3215209,3489953,989645,677269,248270,1303370,175292,96107,804658,489364,0,28,1291293,9024322,1346639,7677683,5734175,388794,1090919,208643,255152,777356,7929528,1346639,6582889,2097101,2908167,55546,473951,585393,78290,145588,167101,15717,301987,255152,845535,3874,1,1090919,6034227,15976887
maine,ME,2009,6215026,7890762,3101082,3488960,1012357,628314,243168,1370710,143086,91325,782974,517746,0,30,-1675766,8775249,1325723,7449526,5760436,311203,888036,220864,268987,786019,7885803,1325723,6560080,2063566,2847046,59199,552645,524088,75535,148446,193702,12262,313053,268987,827274,1410,0,888036,5297276,14753089
maine,ME,2008,7493041,7493105,2427894,3785719,1060557,644749,231268,1562839,184515,101791,770014,509478,0,26,-90,8171059,1335469,6835590,5323809,288296,725687,242412,255386,760447,7445085,1335469,6109616,2018207,2492721,56286,568473,478343,72231,141982,167216,11159,325779,255386,857302,286,1,725687,5297682,17164883
